,Player_Name,Rank,Kills,Deaths,Assists,Kill death difference,Kill death ratio,Average damage per round,Percentage of kills with a headshot,First kills of a round,First deaths of a round,First kills as a T,First deaths as a T,First kills as a CT,First deaths as a CT,Trade kills,Death was traded,Traded first kills,First deaths traded,Traded first kills as T,First deaths traded as T,Traded first kills as CT,First deaths traded as CT,1v5,1v4,1v3,1v2,1v1,5k,4k,3k,2k,1k,"Percentage of rounds with a Kill, Assist, Survived or Death Traded",HLTV Rating 1.0,Top Starting Side,Round Winner,Match_id,map,date,VAC,Starting_Side,CT_round_diff,T_round_diff,Match_Result
2505,Cho,,16,16,4,0,1.0,76,31%,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,71%,1.08,T,"['T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T']",7752334,de_cache,27th Mar 2020 15:34:09,False,CT,-9.0,-2.0,Loss
2508,Blhoux,,9,17,3,-8,0.5,58,0%,2,2,1,2,1,0,4,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,3,57%,0.6,T,"['T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T']",7752334,de_cache,27th Mar 2020 15:34:09,False,CT,-9.0,-2.0,Loss
2509,KoHo,,6,17,3,-11,0.4,39,0%,1,1,0,0,1,1,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,62%,0.42,T,"['T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T']",7752334,de_cache,27th Mar 2020 15:34:09,False,CT,-9.0,-2.0,Loss
2517,Blhoux,,14,19,4,-5,0.7,68,29%,2,3,1,2,1,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,1,60%,0.85,T,"['T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T']",6256091,de_overpass,27th Jan 2020 16:24:22,False,CT,-5.0,-2.0,Loss
2521,KoHo,,15,18,1,-3,0.8,77,27%,3,1,3,1,0,0,3,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,4,4,59%,0.9,T,"['CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",7830151,de_inferno,29th Mar 2020 09:14:57,True,T,-5.0,-5.0,Loss
2522,Blhoux,,16,20,6,-4,0.8,90,25%,2,3,0,2,2,1,4,5,2,2,1,1,1,1,0,0,0,1,0,0,1,0,1,10,82%,0.87,T,"['CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",7830151,de_inferno,29th Mar 2020 09:14:57,True,T,-5.0,-5.0,Loss
2524,Cho,,8,19,2,-11,0.4,36,13%,3,2,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,45%,0.47,T,"['CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",7830151,de_inferno,29th Mar 2020 09:14:57,True,T,-5.0,-5.0,Loss
2530,Blhoux,,34,24,6,10,1.4,104,29%,5,3,2,2,3,1,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,4,7,8,80%,1.48,T,"['T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T']",5975491,de_dust2,12th Jan 2020 17:48:40,False,T,1.0,-1.0,Draw
2531,KoHo,,30,22,6,8,1.4,108,43%,6,2,3,1,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,80%,1.23,T,"['T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T']",5975491,de_dust2,12th Jan 2020 17:48:40,False,T,1.0,-1.0,Draw
2532,Cho,,15,20,7,-5,0.8,61,47%,0,3,0,0,0,3,4,3,1,2,1,0,0,2,0,0,0,2,0,0,0,0,4,7,63%,0.77,T,"['T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T']",5975491,de_dust2,12th Jan 2020 17:48:40,False,T,1.0,-1.0,Draw
2534,mini,,12,23,6,-11,0.5,59,25%,1,2,0,2,1,0,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,5,57%,0.62,T,"['T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T']",5975491,de_dust2,12th Jan 2020 17:48:40,False,T,1.0,-1.0,Draw
2540,Blhoux,,28,21,6,7,1.3,95,18%,3,4,1,4,2,0,5,4,0,0,0,0,0,0,0,0,0,1,1,0,0,4,6,4,63%,1.37,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",6343702,de_mirage,1st Feb 2020 11:07:40,True,T,7.0,-7.0,Draw
2542,KoHo,,25,22,5,3,1.1,81,40%,6,0,0,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,73%,1.09,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",6343702,de_mirage,1st Feb 2020 11:07:40,True,T,7.0,-7.0,Draw
2556,Blhoux,,26,20,4,6,1.3,94,27%,2,1,0,1,2,0,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,7,9,73%,1.19,T,"['CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T']",6380052,de_dust2,2nd Feb 2020 19:26:05,False,CT,-3.0,3.0,Draw
2558,mini,,19,21,5,-2,0.9,74,47%,0,5,0,3,0,2,3,6,2,2,1,2,1,0,0,0,0,0,1,0,0,0,7,5,70%,0.91,T,"['CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T']",6380052,de_dust2,2nd Feb 2020 19:26:05,False,CT,-3.0,3.0,Draw
2559,KoHo,,16,22,7,-6,0.7,63,38%,1,4,0,1,1,3,3,4,0,2,0,1,0,1,0,0,0,0,1,0,1,0,3,6,63%,0.84,T,"['CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T']",6380052,de_dust2,2nd Feb 2020 19:26:05,False,CT,-3.0,3.0,Draw
2565,Blhoux,,21,17,7,4,1.2,89,38%,6,2,1,1,5,1,2,4,2,1,1,0,1,1,0,0,0,0,0,0,0,2,1,13,88%,1.13,T,"['CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT']",19690987,de_dust2,7th Nov 2020 20:17:30,False,CT,7.0,0.0,Win
2566,KoHo,,19,15,5,4,1.3,82,16%,4,4,3,2,1,2,0,4,0,1,0,0,0,1,0,0,0,1,1,0,0,1,4,8,72%,1.12,T,"['CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT']",19690987,de_dust2,7th Nov 2020 20:17:30,False,CT,7.0,0.0,Win
2567,Lucas,,22,18,8,4,1.2,102,36%,4,2,0,1,4,1,6,5,1,2,0,1,1,1,0,0,0,1,0,0,0,0,6,10,96%,1.1,T,"['CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT']",19690987,de_dust2,7th Nov 2020 20:17:30,False,CT,7.0,0.0,Win
2568,mini,,17,16,3,1,1.1,76,65%,1,1,1,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,8,64%,1.0,T,"['CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT']",19690987,de_dust2,7th Nov 2020 20:17:30,False,CT,7.0,0.0,Win
2569,Cho,,19,17,3,2,1.1,75,42%,1,0,1,0,0,0,4,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,13,72%,0.97,T,"['CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT']",19690987,de_dust2,7th Nov 2020 20:17:30,False,CT,7.0,0.0,Win
2570,Cho,,25,19,3,6,1.3,79,48%,1,2,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,61%,1.3,T,"['T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT']",9624507,de_cache,1st May 2020 19:56:04,False,T,-1.0,-3.0,Loss
2571,mini,,25,23,4,2,1.1,86,32%,2,3,2,1,0,2,4,6,0,1,0,1,0,0,0,0,0,0,0,0,1,3,3,6,68%,1.26,T,"['T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT']",9624507,de_cache,1st May 2020 19:56:04,False,T,-1.0,-3.0,Loss
2572,Blhoux,,20,20,4,0,1.0,77,30%,3,3,3,2,0,1,3,5,1,1,1,0,0,1,0,0,0,1,0,0,0,2,3,8,64%,1.02,T,"['T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT']",9624507,de_cache,1st May 2020 19:56:04,False,T,-1.0,-3.0,Loss
2588,Blhoux,,17,17,5,0,1.0,68,41%,3,5,2,3,1,2,1,5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,5,7,75%,0.93,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T']",7079022,de_inferno,5th Mar 2020 10:45:44,True,CT,-1.0,-3.0,Loss
2595,Blhoux,,34,17,7,17,2.0,106,21%,2,3,2,1,0,2,3,3,1,1,0,1,1,0,0,0,0,0,1,0,2,1,5,13,87%,1.69,T,"['T', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",6821158,de_cache,23rd Feb 2020 14:09:28,False,CT,-5.0,7.0,Win
2598,KoHo,,17,21,8,-4,0.8,74,24%,2,1,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7,63%,0.82,T,"['T', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",6821158,de_cache,23rd Feb 2020 14:09:28,False,CT,-5.0,7.0,Win
2599,Cho,,15,18,4,-3,0.8,62,27%,1,3,0,0,1,3,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,9,73%,0.8,T,"['T', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",6821158,de_cache,23rd Feb 2020 14:09:28,False,CT,-5.0,7.0,Win
2600,mini,,29,19,4,10,1.5,103,38%,0,0,0,0,0,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,4,3,11,80%,1.4,T,"['CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT']",6606836,de_overpass,13th Feb 2020 20:34:28,False,T,5.0,-5.0,Draw
2601,KoHo,,23,16,2,7,1.4,83,13%,3,2,2,1,1,1,5,2,2,1,1,0,1,1,0,0,0,1,1,0,1,0,5,9,73%,1.23,T,"['CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT']",6606836,de_overpass,13th Feb 2020 20:34:28,False,T,5.0,-5.0,Draw
2602,Blhoux,,22,22,6,0,1.0,78,27%,4,3,2,1,2,2,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,1,6,7,73%,1.0,T,"['CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT']",6606836,de_overpass,13th Feb 2020 20:34:28,False,T,5.0,-5.0,Draw
2604,Cho,,13,22,3,-9,0.6,50,23%,3,5,1,2,2,3,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,5,60%,0.72,T,"['CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT']",6606836,de_overpass,13th Feb 2020 20:34:28,False,T,5.0,-5.0,Draw
2616,Blhoux,,20,21,6,-1,1.0,79,15%,2,1,0,0,2,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,11,77%,1.0,T,"['CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT']",6821159,de_cache,23rd Feb 2020 13:15:52,False,CT,3.0,-1.0,Win
2617,KoHo,,18,21,3,-3,0.9,59,33%,0,3,0,3,0,0,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,11,60%,0.84,T,"['CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT']",6821159,de_cache,23rd Feb 2020 13:15:52,False,CT,3.0,-1.0,Win
2620,Blhoux,,30,23,7,7,1.3,116,30%,4,3,3,2,1,1,9,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,13,81%,1.35,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",11743306,de_inferno,13th Jun 2020 15:43:13,False,T,-4.0,-1.0,Loss
2621,KoHo,,20,20,9,0,1.0,92,30%,7,2,3,1,4,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,85%,0.98,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",11743306,de_inferno,13th Jun 2020 15:43:13,False,T,-4.0,-1.0,Loss
2622,Lucas,,16,16,5,0,1.0,64,44%,1,4,0,3,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,70%,0.94,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",11743306,de_inferno,13th Jun 2020 15:43:13,False,T,-4.0,-1.0,Loss
2623,Cho,,15,16,5,-1,0.9,76,7%,1,1,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,74%,0.88,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",11743306,de_inferno,13th Jun 2020 15:43:13,False,T,-4.0,-1.0,Loss
2624,Kiwi,,12,20,5,-8,0.6,50,33%,3,1,2,1,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,63%,0.65,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",11743306,de_inferno,13th Jun 2020 15:43:13,False,T,-4.0,-1.0,Loss
2630,mini,,23,18,2,5,1.3,95,39%,3,3,0,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,64%,1.19,T,"['T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT']",9624498,de_cache,25th Apr 2020 20:03:17,True,T,-1.0,-3.0,Loss
2631,KoHo,,22,20,3,2,1.1,79,32%,3,1,1,0,2,1,6,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,6,7,68%,1.08,T,"['T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT']",9624498,de_cache,25th Apr 2020 20:03:17,True,T,-1.0,-3.0,Loss
2632,Blhoux,,20,21,7,-1,1.0,85,35%,5,5,4,3,1,2,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,8,61%,0.99,T,"['T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT']",9624498,de_cache,25th Apr 2020 20:03:17,True,T,-1.0,-3.0,Loss
2633,Cho,,14,21,4,-7,0.7,65,29%,1,1,1,1,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,5,68%,0.75,T,"['T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT']",9624498,de_cache,25th Apr 2020 20:03:17,True,T,-1.0,-3.0,Loss
2641,mini,,21,15,3,6,1.4,74,48%,1,2,0,2,1,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,10,80%,1.26,T,"['T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T']",9624510,de_inferno,25th Apr 2020 19:11:02,False,T,2.0,5.0,Win
2642,KoHo,,18,14,5,4,1.3,75,28%,2,6,0,3,2,3,4,5,0,3,0,1,0,2,0,0,0,0,0,0,0,0,4,10,80%,1.05,T,"['T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T']",9624510,de_inferno,25th Apr 2020 19:11:02,False,T,2.0,5.0,Win
2643,Blhoux,,17,16,8,1,1.1,91,18%,2,3,2,2,0,1,6,3,2,0,1,0,1,0,0,0,0,0,1,0,0,1,4,6,80%,1.02,T,"['T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T']",9624510,de_inferno,25th Apr 2020 19:11:02,False,T,2.0,5.0,Win
2650,KoHo,,27,22,4,5,1.2,95,30%,8,5,2,4,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,10,60%,1.3,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT']",8836844,de_inferno,17th Apr 2020 20:29:17,False,T,3.0,-5.0,Loss
2651,Blhoux,,25,23,8,2,1.1,104,28%,6,7,2,3,4,4,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,10,63%,1.14,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT']",8836844,de_inferno,17th Apr 2020 20:29:17,False,T,3.0,-5.0,Loss
2652,mini,,22,21,5,1,1.0,70,45%,1,1,1,1,0,0,5,3,0,1,0,1,0,0,0,0,1,0,0,0,0,2,3,10,67%,1.03,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT']",8836844,de_inferno,17th Apr 2020 20:29:17,False,T,3.0,-5.0,Loss
2653,Kiwi,,15,21,3,-6,0.7,50,33%,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,8,70%,0.76,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT']",8836844,de_inferno,17th Apr 2020 20:29:17,False,T,3.0,-5.0,Loss
2654,Cho,,13,21,7,-8,0.6,63,23%,0,2,0,2,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,60%,0.7,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT']",8836844,de_inferno,17th Apr 2020 20:29:17,False,T,3.0,-5.0,Loss
2660,Blhoux,,27,20,7,7,1.4,101,37%,7,1,5,1,2,0,4,3,1,0,1,0,0,0,0,0,0,0,1,0,1,2,5,7,76%,1.37,T,"['T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",7541668,de_cache,21st Mar 2020 14:03:17,False,T,-2.0,-1.0,Loss
2661,KoHo,,28,21,4,7,1.3,101,21%,4,4,3,2,1,2,3,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,7,10,76%,1.29,T,"['T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",7541668,de_cache,21st Mar 2020 14:03:17,False,T,-2.0,-1.0,Loss
2664,Cho,,16,21,10,-5,0.8,77,44%,2,1,1,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,76%,0.73,T,"['T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",7541668,de_cache,21st Mar 2020 14:03:17,False,T,-2.0,-1.0,Loss
